hour_of_day,is_weekend,severity_score,format_encoded,ip_is_external,ip_event_count,ip_fail_rate,rolling_event_rate,message_length,has_sql_keywords,has_exec_keywords,has_c2_keywords,has_auth_failure,has_privilege_esc,anomaly_label,_source_ip,_message,_severity,_format,_timestamp,_raw
12,0,0,4,0,2,0.0,0,89,0,0,0,1,1,0,10.0.0.113,Jan 15  8:04:15 vpn-gw sudo[3085]: authentication failure for user deploy from 10.0.0.113,INFO,unknown,unknown,Jan 15  8:04:15 vpn-gw sudo[3085]: authentication failure for user deploy from 10.0.0.113
12,0,0,4,0,1,0.0,0,89,0,0,0,1,1,0,10.0.0.110,Jan 15  8:04:18 vpn-gw sudo[3086]: authentication failure for user deploy from 10.0.0.110,INFO,unknown,unknown,Jan 15  8:04:18 vpn-gw sudo[3086]: authentication failure for user deploy from 10.0.0.110
12,0,0,4,0,1,0.0,0,89,0,0,0,1,1,0,10.0.0.103,Jan 15  8:04:21 vpn-gw sudo[3087]: authentication failure for user deploy from 10.0.0.103,INFO,unknown,unknown,Jan 15  8:04:21 vpn-gw sudo[3087]: authentication failure for user deploy from 10.0.0.103
12,0,0,4,0,1,0.0,0,87,0,0,0,1,1,0,10.0.0.32,Jan 15  8:04:24 db-01 sudo[3088]: authentication failure for user deploy from 10.0.0.32,INFO,unknown,unknown,Jan 15  8:04:24 db-01 sudo[3088]: authentication failure for user deploy from 10.0.0.32
12,0,0,4,0,1,0.0,0,88,0,0,0,1,1,0,10.0.0.8,Jan 15  8:04:27 gateway sudo[3089]: authentication failure for user deploy from 10.0.0.8,INFO,unknown,unknown,Jan 15  8:04:27 gateway sudo[3089]: authentication failure for user deploy from 10.0.0.8
12,0,0,4,0,2,0.0,0,89,0,0,0,1,1,0,10.0.0.78,Jan 15  8:04:30 gateway sudo[3090]: authentication failure for user deploy from 10.0.0.78,INFO,unknown,unknown,Jan 15  8:04:30 gateway sudo[3090]: authentication failure for user deploy from 10.0.0.78
12,0,0,4,0,2,0.0,1,87,0,0,0,1,1,0,10.0.0.78,Jan 15  8:04:33 db-01 sudo[3091]: authentication failure for user deploy from 10.0.0.78,INFO,unknown,unknown,Jan 15  8:04:33 db-01 sudo[3091]: authentication failure for user deploy from 10.0.0.78
12,0,0,4,0,1,0.0,0,92,0,0,0,1,1,0,10.0.0.174,Jan 15  8:04:36 webserver sudo[3092]: authentication failure for user deploy from 10.0.0.174,INFO,unknown,unknown,Jan 15  8:04:36 webserver sudo[3092]: authentication failure for user deploy from 10.0.0.174
12,0,0,4,0,1,0.0,0,89,0,0,0,1,1,0,10.0.0.93,Jan 15  8:04:39 gateway sudo[3093]: authentication failure for user deploy from 10.0.0.93,INFO,unknown,unknown,Jan 15  8:04:39 gateway sudo[3093]: authentication failure for user deploy from 10.0.0.93
12,0,0,4,0,2,0.0,0,89,0,0,0,1,1,0,10.0.0.25,Jan 15  8:04:42 gateway sudo[3094]: authentication failure for user deploy from 10.0.0.25,INFO,unknown,unknown,Jan 15  8:04:42 gateway sudo[3094]: authentication failure for user deploy from 10.0.0.25
12,0,0,4,0,1,0.0,0,92,0,0,0,1,1,0,10.0.0.156,Jan 15  8:04:45 webserver sudo[3095]: authentication failure for user deploy from 10.0.0.156,INFO,unknown,unknown,Jan 15  8:04:45 webserver sudo[3095]: authentication failure for user deploy from 10.0.0.156
12,0,0,4,0,2,0.5,0,92,0,0,0,1,1,0,10.0.0.147,Jan 15  8:04:48 webserver sudo[3096]: authentication failure for user deploy from 10.0.0.147,INFO,unknown,unknown,Jan 15  8:04:48 webserver sudo[3096]: authentication failure for user deploy from 10.0.0.147
12,0,0,4,0,1,0.0,0,89,0,0,0,1,1,0,10.0.0.136,Jan 15  8:04:51 vpn-gw sudo[3097]: authentication failure for user deploy from 10.0.0.136,INFO,unknown,unknown,Jan 15  8:04:51 vpn-gw sudo[3097]: authentication failure for user deploy from 10.0.0.136
12,0,0,4,0,1,0.0,0,88,0,0,0,1,1,0,10.0.0.13,Jan 15  8:04:54 vpn-gw sudo[3098]: authentication failure for user deploy from 10.0.0.13,INFO,unknown,unknown,Jan 15  8:04:54 vpn-gw sudo[3098]: authentication failure for user deploy from 10.0.0.13
12,0,0,4,0,1,0.0,0,88,0,0,0,1,1,0,10.0.0.89,Jan 15  8:04:57 vpn-gw sudo[3099]: authentication failure for user deploy from 10.0.0.89,INFO,unknown,unknown,Jan 15  8:04:57 vpn-gw sudo[3099]: authentication failure for user deploy from 10.0.0.89
12,0,0,4,0,20,0.0,0,67,0,0,0,0,1,0,unknown,Jan 15  8:05:00 gateway cron[4100]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:00 gateway cron[4100]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,1,67,0,0,0,0,1,0,unknown,Jan 15  8:05:03 gateway cron[4101]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:03 gateway cron[4101]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,2,69,0,0,0,0,1,0,unknown,Jan 15  8:05:06 webserver cron[4102]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:06 webserver cron[4102]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,3,67,0,0,0,0,1,0,unknown,Jan 15  8:05:09 gateway cron[4103]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:09 gateway cron[4103]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,4,66,0,0,0,0,1,0,unknown,Jan 15  8:05:12 vpn-gw cron[4104]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:12 vpn-gw cron[4104]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,5,65,0,0,0,0,1,0,unknown,Jan 15  8:05:15 db-01 cron[4105]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:15 db-01 cron[4105]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,6,67,0,0,0,0,1,0,unknown,Jan 15  8:05:18 gateway cron[4106]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:18 gateway cron[4106]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,7,66,0,0,0,0,1,0,unknown,Jan 15  8:05:21 vpn-gw cron[4107]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:21 vpn-gw cron[4107]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,8,67,0,0,0,0,1,0,unknown,Jan 15  8:05:24 gateway cron[4108]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:24 gateway cron[4108]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,9,65,0,0,0,0,1,0,unknown,Jan 15  8:05:27 db-01 cron[4109]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:27 db-01 cron[4109]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,10,65,0,0,0,0,1,0,unknown,Jan 15  8:05:30 db-01 cron[4110]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:30 db-01 cron[4110]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,11,65,0,0,0,0,1,0,unknown,Jan 15  8:05:33 db-01 cron[4111]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:33 db-01 cron[4111]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,12,69,0,0,0,0,1,0,unknown,Jan 15  8:05:36 webserver cron[4112]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:36 webserver cron[4112]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,13,67,0,0,0,0,1,0,unknown,Jan 15  8:05:39 gateway cron[4113]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:39 gateway cron[4113]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,14,69,0,0,0,0,1,0,unknown,Jan 15  8:05:42 webserver cron[4114]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:42 webserver cron[4114]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,15,69,0,0,0,0,1,0,unknown,Jan 15  8:05:45 webserver cron[4115]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:45 webserver cron[4115]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,16,66,0,0,0,0,1,0,unknown,Jan 15  8:05:48 vpn-gw cron[4116]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:48 vpn-gw cron[4116]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,17,69,0,0,0,0,1,0,unknown,Jan 15  8:05:51 webserver cron[4117]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:51 webserver cron[4117]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,18,66,0,0,0,0,1,0,unknown,Jan 15  8:05:54 vpn-gw cron[4118]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:54 vpn-gw cron[4118]: (root) CMD (/usr/bin/backup.sh)
12,0,0,4,0,20,0.0,19,66,0,0,0,0,1,0,unknown,Jan 15  8:05:57 vpn-gw cron[4119]: (root) CMD (/usr/bin/backup.sh),INFO,unknown,unknown,Jan 15  8:05:57 vpn-gw cron[4119]: (root) CMD (/usr/bin/backup.sh)
8,0,1,1,1,119,0.1513,0,20,0,0,0,0,0,0,91.108.4.55,GET /.env → HTTP 404,LOW,apache,15/Jan/2026:08:00:00 +0000,"91.108.4.55 - - [15/Jan/2026:08:00:00 +0000] ""GET /.env HTTP/1.1"" 404 1801"
8,0,0,1,1,1,0.0,0,17,0,0,0,0,0,0,165.149.31.116,POST / → HTTP 200,INFO,apache,15/Jan/2026:08:00:02 +0000,"165.149.31.116 - - [15/Jan/2026:08:00:02 +0000] ""POST / HTTP/1.1"" 200 34518"
8,0,1,1,1,1,0.0,0,30,0,0,0,0,0,0,150.149.151.60,GET /static/main.js → HTTP 404,LOW,apache,15/Jan/2026:08:00:04 +0000,"150.149.151.60 - - [15/Jan/2026:08:00:04 +0000] ""GET /static/main.js HTTP/1.1"" 404 26857"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,32.115.72.2,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:00:06 +0000,"32.115.72.2 - - [15/Jan/2026:08:00:06 +0000] ""POST /static/main.js HTTP/1.1"" 200 10677"
8,0,1,1,1,1,0.0,0,25,0,0,0,0,0,0,104.40.138.75,GET /api/login → HTTP 404,LOW,apache,15/Jan/2026:08:00:08 +0000,"104.40.138.75 - - [15/Jan/2026:08:00:08 +0000] ""GET /api/login HTTP/1.1"" 404 47931"
8,0,2,1,1,119,0.1513,1,26,0,0,0,0,1,0,91.108.4.55,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:10 +0000,"91.108.4.55 - - [15/Jan/2026:08:00:10 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 19186"
8,0,1,1,0,1,0.0,0,26,0,0,0,0,1,0,10.84.7.65,GET /phpmyadmin → HTTP 404,LOW,apache,15/Jan/2026:08:00:12 +0000,"10.84.7.65 - - [15/Jan/2026:08:00:12 +0000] ""GET /phpmyadmin HTTP/1.1"" 404 47130"
8,0,1,1,1,1,0.0,0,22,0,0,0,0,0,0,60.156.11.146,POST /about → HTTP 404,LOW,apache,15/Jan/2026:08:00:14 +0000,"60.156.11.146 - - [15/Jan/2026:08:00:14 +0000] ""POST /about HTTP/1.1"" 404 2914"
8,0,0,1,1,1,0.0,0,29,0,0,0,0,0,0,63.166.58.119,POST /wp-login.php → HTTP 302,INFO,apache,15/Jan/2026:08:00:16 +0000,"63.166.58.119 - - [15/Jan/2026:08:00:16 +0000] ""POST /wp-login.php HTTP/1.1"" 302 5057"
8,0,0,1,1,1,0.0,0,22,0,0,0,0,0,0,51.87.27.157,POST /about → HTTP 200,INFO,apache,15/Jan/2026:08:00:18 +0000,"51.87.27.157 - - [15/Jan/2026:08:00:18 +0000] ""POST /about HTTP/1.1"" 200 6520"
8,0,0,1,1,32,0.375,0,25,0,0,0,0,0,0,77.88.44.3,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:00:20 +0000,"77.88.44.3 - - [15/Jan/2026:08:00:20 +0000] ""GET /api/login HTTP/1.1"" 200 5258"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,0,0,92.88.76.197,POST /api/login → HTTP 500,MEDIUM,apache,15/Jan/2026:08:00:22 +0000,"92.88.76.197 - - [15/Jan/2026:08:00:22 +0000] ""POST /api/login HTTP/1.1"" 500 9332"
8,0,1,1,1,1,0.0,0,27,0,0,0,0,0,0,149.47.218.105,POST /index.html → HTTP 404,LOW,apache,15/Jan/2026:08:00:24 +0000,"149.47.218.105 - - [15/Jan/2026:08:00:24 +0000] ""POST /index.html HTTP/1.1"" 404 35503"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,0,0,157.13.235.251,POST /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:26 +0000,"157.13.235.251 - - [15/Jan/2026:08:00:26 +0000] ""POST /.env HTTP/1.1"" 403 38264"
8,0,2,1,1,1,0.0,0,16,0,0,0,0,0,0,34.99.6.32,GET / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:00:28 +0000,"34.99.6.32 - - [15/Jan/2026:08:00:28 +0000] ""GET / HTTP/1.1"" 500 17051"
8,0,2,1,1,119,0.1513,2,28,0,0,0,0,0,0,91.108.4.55,GET /wp-login.php → HTTP 500,MEDIUM,apache,15/Jan/2026:08:00:30 +0000,"91.108.4.55 - - [15/Jan/2026:08:00:30 +0000] ""GET /wp-login.php HTTP/1.1"" 500 26156"
8,0,2,1,1,1,0.0,0,31,0,0,0,0,0,0,217.110.89.162,POST /static/main.js → HTTP 500,MEDIUM,apache,15/Jan/2026:08:00:32 +0000,"217.110.89.162 - - [15/Jan/2026:08:00:32 +0000] ""POST /static/main.js HTTP/1.1"" 500 34089"
8,0,2,1,1,1,0.0,0,20,0,0,0,0,0,0,41.151.60.234,GET /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:34 +0000,"41.151.60.234 - - [15/Jan/2026:08:00:34 +0000] ""GET /.env HTTP/1.1"" 403 39011"
8,0,2,1,1,1,0.0,0,20,0,0,0,0,0,0,202.51.236.87,GET /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:36 +0000,"202.51.236.87 - - [15/Jan/2026:08:00:36 +0000] ""GET /.env HTTP/1.1"" 403 36689"
8,0,0,1,0,1,0.0,0,22,0,0,0,0,0,0,10.73.240.122,POST /about → HTTP 200,INFO,apache,15/Jan/2026:08:00:38 +0000,"10.73.240.122 - - [15/Jan/2026:08:00:38 +0000] ""POST /about HTTP/1.1"" 200 33037"
8,0,1,1,1,32,0.375,1,25,0,0,0,0,0,0,77.88.44.3,GET /api/login → HTTP 404,LOW,apache,15/Jan/2026:08:00:40 +0000,"77.88.44.3 - - [15/Jan/2026:08:00:40 +0000] ""GET /api/login HTTP/1.1"" 404 8073"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,38.51.100.145,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:00:42 +0000,"38.51.100.145 - - [15/Jan/2026:08:00:42 +0000] ""POST /static/main.js HTTP/1.1"" 200 43134"
8,0,0,1,1,1,0.0,0,30,0,0,0,0,0,0,61.247.140.217,GET /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:00:44 +0000,"61.247.140.217 - - [15/Jan/2026:08:00:44 +0000] ""GET /static/main.js HTTP/1.1"" 200 2846"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,1,0,63.115.110.86,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:46 +0000,"63.115.110.86 - - [15/Jan/2026:08:00:46 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 45750"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,0,0,86.24.51.118,POST /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:48 +0000,"86.24.51.118 - - [15/Jan/2026:08:00:48 +0000] ""POST /.env HTTP/1.1"" 403 9029"
8,0,2,1,1,119,0.1513,2,21,0,0,0,0,0,0,91.108.4.55,POST /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:50 +0000,"91.108.4.55 - - [15/Jan/2026:08:00:50 +0000] ""POST /.env HTTP/1.1"" 403 27927"
8,0,0,1,1,1,0.0,0,16,0,0,0,0,0,0,167.63.248.154,GET / → HTTP 200,INFO,apache,15/Jan/2026:08:00:52 +0000,"167.63.248.154 - - [15/Jan/2026:08:00:52 +0000] ""GET / HTTP/1.1"" 200 10632"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,0,0,86.167.63.252,POST /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:00:54 +0000,"86.167.63.252 - - [15/Jan/2026:08:00:54 +0000] ""POST /.env HTTP/1.1"" 403 26248"
8,0,2,1,1,1,0.0,0,27,0,0,0,0,0,0,32.118.60.9,POST /index.html → HTTP 500,MEDIUM,apache,15/Jan/2026:08:00:56 +0000,"32.118.60.9 - - [15/Jan/2026:08:00:56 +0000] ""POST /index.html HTTP/1.1"" 500 5816"
8,0,1,1,1,1,0.0,0,20,0,0,0,0,0,0,19.152.30.58,GET /.env → HTTP 404,LOW,apache,15/Jan/2026:08:00:58 +0000,"19.152.30.58 - - [15/Jan/2026:08:00:58 +0000] ""GET /.env HTTP/1.1"" 404 49535"
8,0,0,1,1,32,0.375,2,29,0,0,0,0,0,0,77.88.44.3,POST /wp-login.php → HTTP 302,INFO,apache,15/Jan/2026:08:01:00 +0000,"77.88.44.3 - - [15/Jan/2026:08:01:00 +0000] ""POST /wp-login.php HTTP/1.1"" 302 44620"
8,0,2,1,1,1,0.0,0,20,0,0,0,0,0,0,146.116.81.110,GET /.env → HTTP 403,MEDIUM,apache,15/Jan/2026:08:01:02 +0000,"146.116.81.110 - - [15/Jan/2026:08:01:02 +0000] ""GET /.env HTTP/1.1"" 403 49830"
8,0,0,1,1,1,0.0,0,26,0,0,0,0,0,0,46.75.149.70,GET /index.html → HTTP 200,INFO,apache,15/Jan/2026:08:01:04 +0000,"46.75.149.70 - - [15/Jan/2026:08:01:04 +0000] ""GET /index.html HTTP/1.1"" 200 28472"
8,0,0,1,1,1,0.0,0,29,0,0,0,0,0,0,28.146.20.60,POST /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:01:06 +0000,"28.146.20.60 - - [15/Jan/2026:08:01:06 +0000] ""POST /wp-login.php HTTP/1.1"" 200 37748"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,1,0,133.61.218.238,GET /admin → HTTP 404,LOW,apache,15/Jan/2026:08:01:08 +0000,"133.61.218.238 - - [15/Jan/2026:08:01:08 +0000] ""GET /admin HTTP/1.1"" 404 22813"
8,0,2,1,1,32,0.375,2,26,0,0,0,0,1,0,77.88.44.3,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:01:10 +0000,"77.88.44.3 - - [15/Jan/2026:08:01:10 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 34364"
8,0,1,1,1,1,0.0,0,21,0,0,0,0,0,0,110.119.204.241,POST /.env → HTTP 404,LOW,apache,15/Jan/2026:08:01:12 +0000,"110.119.204.241 - - [15/Jan/2026:08:01:12 +0000] ""POST /.env HTTP/1.1"" 404 7536"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,56.241.142.191,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:01:14 +0000,"56.241.142.191 - - [15/Jan/2026:08:01:14 +0000] ""POST /static/main.js HTTP/1.1"" 200 25907"
8,0,2,1,1,1,0.0,0,16,0,0,0,0,0,0,145.244.205.124,GET / → HTTP 500,MEDIUM,apache,15/Jan/2026:08:01:16 +0000,"145.244.205.124 - - [15/Jan/2026:08:01:16 +0000] ""GET / HTTP/1.1"" 500 37917"
8,0,0,1,1,1,0.0,0,16,0,0,0,0,0,0,219.27.237.3,GET / → HTTP 200,INFO,apache,15/Jan/2026:08:01:18 +0000,"219.27.237.3 - - [15/Jan/2026:08:01:18 +0000] ""GET / HTTP/1.1"" 200 44309"
8,0,0,1,1,119,0.1513,1,28,0,0,0,0,0,0,91.108.4.55,GET /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:01:20 +0000,"91.108.4.55 - - [15/Jan/2026:08:01:20 +0000] ""GET /wp-login.php HTTP/1.1"" 200 1135"
8,0,1,1,1,1,0.0,0,22,0,0,0,0,1,0,174.250.134.127,POST /admin → HTTP 404,LOW,apache,15/Jan/2026:08:01:22 +0000,"174.250.134.127 - - [15/Jan/2026:08:01:22 +0000] ""POST /admin HTTP/1.1"" 404 15126"
8,0,1,1,1,1,0.0,0,23,0,0,0,0,0,0,182.53.63.185,GET /contact → HTTP 404,LOW,apache,15/Jan/2026:08:01:24 +0000,"182.53.63.185 - - [15/Jan/2026:08:01:24 +0000] ""GET /contact HTTP/1.1"" 404 38323"
8,0,2,1,1,1,0.0,0,22,0,0,0,0,1,0,193.164.105.75,POST /admin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:01:26 +0000,"193.164.105.75 - - [15/Jan/2026:08:01:26 +0000] ""POST /admin HTTP/1.1"" 403 7947"
8,0,0,1,1,1,0.0,0,28,0,0,0,0,0,0,99.148.57.42,GET /wp-login.php → HTTP 200,INFO,apache,15/Jan/2026:08:01:28 +0000,"99.148.57.42 - - [15/Jan/2026:08:01:28 +0000] ""GET /wp-login.php HTTP/1.1"" 200 40686"
8,0,0,1,1,32,0.375,2,26,0,0,0,0,0,0,77.88.44.3,POST /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:01:30 +0000,"77.88.44.3 - - [15/Jan/2026:08:01:30 +0000] ""POST /api/login HTTP/1.1"" 200 47662"
8,0,0,1,1,1,0.0,0,21,0,0,0,0,0,0,82.158.55.219,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:01:32 +0000,"82.158.55.219 - - [15/Jan/2026:08:01:32 +0000] ""GET /about HTTP/1.1"" 200 35695"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,188.61.18.185,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:01:34 +0000,"188.61.18.185 - - [15/Jan/2026:08:01:34 +0000] ""POST /static/main.js HTTP/1.1"" 200 29436"
8,0,0,1,1,1,0.0,0,27,0,0,0,0,0,0,89.50.48.149,POST /index.html → HTTP 200,INFO,apache,15/Jan/2026:08:01:36 +0000,"89.50.48.149 - - [15/Jan/2026:08:01:36 +0000] ""POST /index.html HTTP/1.1"" 200 43934"
8,0,2,1,1,1,0.0,0,23,0,0,0,0,0,0,140.153.199.108,GET /contact → HTTP 500,MEDIUM,apache,15/Jan/2026:08:01:38 +0000,"140.153.199.108 - - [15/Jan/2026:08:01:38 +0000] ""GET /contact HTTP/1.1"" 500 27538"
8,0,0,1,1,119,0.1513,1,16,0,0,0,0,0,0,91.108.4.55,GET / → HTTP 200,INFO,apache,15/Jan/2026:08:01:40 +0000,"91.108.4.55 - - [15/Jan/2026:08:01:40 +0000] ""GET / HTTP/1.1"" 200 49895"
8,0,0,1,1,1,0.0,0,21,0,0,0,0,0,0,173.239.75.168,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:01:42 +0000,"173.239.75.168 - - [15/Jan/2026:08:01:42 +0000] ""GET /about HTTP/1.1"" 200 9506"
8,0,2,1,1,1,0.0,0,26,0,0,0,0,1,0,218.61.221.13,GET /phpmyadmin → HTTP 403,MEDIUM,apache,15/Jan/2026:08:01:44 +0000,"218.61.221.13 - - [15/Jan/2026:08:01:44 +0000] ""GET /phpmyadmin HTTP/1.1"" 403 23448"
8,0,0,1,1,1,0.0,0,24,0,0,0,0,0,0,185.186.98.147,POST /contact → HTTP 200,INFO,apache,15/Jan/2026:08:01:46 +0000,"185.186.98.147 - - [15/Jan/2026:08:01:46 +0000] ""POST /contact HTTP/1.1"" 200 34748"
8,0,0,1,1,1,0.0,0,16,0,0,0,0,0,0,207.195.154.249,GET / → HTTP 200,INFO,apache,15/Jan/2026:08:01:48 +0000,"207.195.154.249 - - [15/Jan/2026:08:01:48 +0000] ""GET / HTTP/1.1"" 200 35450"
8,0,2,1,1,32,0.375,2,30,0,0,0,0,0,0,77.88.44.3,GET /static/main.js → HTTP 500,MEDIUM,apache,15/Jan/2026:08:01:50 +0000,"77.88.44.3 - - [15/Jan/2026:08:01:50 +0000] ""GET /static/main.js HTTP/1.1"" 500 43890"
8,0,0,1,1,1,0.0,0,25,0,0,0,0,0,0,32.254.206.123,GET /api/login → HTTP 200,INFO,apache,15/Jan/2026:08:01:52 +0000,"32.254.206.123 - - [15/Jan/2026:08:01:52 +0000] ""GET /api/login HTTP/1.1"" 200 47703"
8,0,0,1,1,1,0.0,0,21,0,0,0,0,0,0,75.234.39.173,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:01:54 +0000,"75.234.39.173 - - [15/Jan/2026:08:01:54 +0000] ""GET /about HTTP/1.1"" 200 17272"
8,0,0,1,1,1,0.0,0,31,0,0,0,0,0,0,121.99.171.83,POST /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:01:56 +0000,"121.99.171.83 - - [15/Jan/2026:08:01:56 +0000] ""POST /static/main.js HTTP/1.1"" 200 34734"
8,0,1,1,1,1,0.0,0,25,0,0,0,0,0,0,75.107.156.129,GET /api/login → HTTP 404,LOW,apache,15/Jan/2026:08:01:58 +0000,"75.107.156.129 - - [15/Jan/2026:08:01:58 +0000] ""GET /api/login HTTP/1.1"" 404 46811"
8,0,0,1,1,32,0.375,2,30,0,0,0,0,0,0,77.88.44.3,GET /static/main.js → HTTP 200,INFO,apache,15/Jan/2026:08:02:00 +0000,"77.88.44.3 - - [15/Jan/2026:08:02:00 +0000] ""GET /static/main.js HTTP/1.1"" 200 11387"
8,0,0,1,1,1,0.0,0,21,0,0,0,0,0,0,140.251.87.235,GET /about → HTTP 200,INFO,apache,15/Jan/2026:08:02:02 +0000,"140.251.87.235 - - [15/Jan/2026:08:02:02 +0000] ""GET /about HTTP/1.1"" 200 39007"
8,0,0,1,1,1,0.0,0,27,0,0,0,0,0,0,32.47.170.144,POST /index.html → HTTP 200,INFO,apache,15/Jan/2026:08:02:04 +0000,"32.47.170.144 - - [15/Jan/2026:08:02:04 +0000] ""POST /index.html HTTP/1.1"" 200 7158"
8,0,1,1,1,1,0.0,0,26,0,0,0,0,1,0,166.63.49.135,GET /phpmyadmin → HTTP 404,LOW,apache,15/Jan/2026:08:02:06 +0000,"166.63.49.135 - - [15/Jan/2026:08:02:06 +0000] ""GET /phpmyadmin HTTP/1.1"" 404 25639"
8,0,2,1,1,1,0.0,0,21,0,0,0,0,0,0,207.83.75.211,GET /about → HTTP 500,MEDIUM,apache,15/Jan/2026:08:02:08 +0000,"207.83.75.211 - - [15/Jan/2026:08:02:08 +0000] ""GET /about HTTP/1.1"" 500 21790"
